image_id,question,answer_type,expected_answer,generated_answer
412658,Is the batter probably left or right handed?,other,left,left
412658,What color is the batter's shirt?,other,green,left
281660,What is outside the window?,other,wall,yes
281660,Are the markings graffiti?,yes/no,yes,yes
281660,Is the seat in the photo brown?,yes/no,yes,yes
19904,Are there any police officers around?,yes/no,yes,police
19904,What kind of motorcycles are these?,other,police,police
19904,What color are the flowers in the background?,other,blue,police
282942,Is the woman married?,yes/no,yes,yes
282942,What is the woman cutting?,other,cake,yes
282942,Are there lights on the wall?,yes/no,yes,yes
545155,Is it likely the rope is tied to a second horse?,yes/no,yes,no
545155,Is the child wearing a helmet?,yes/no,no,no
545155,Is he wearing a hat?,yes/no,no,no
545155,How many trees are there?,number,6,no
545155,Is this a cowboy?,yes/no,no,no
152004,Is the vase indoors or outdoors?,other,outdoors,yes
152004,Is the glass empty?,yes/no,yes,yes
152004,How big is glass?,other,large,yes
152004,Is the tree an evergreen?,yes/no,yes,yes
283101,How many people are in the boat?,number,12,20
283101,How many people do you think are on each boat?,number,20,20
283101,What are the people doing in the boat?,other,rowing,20
414212,What is behind the man?,other,curtain,bathroom
414212,What is the man holding?,other,toothbrush,bathroom
414212,Where is this man?,other,bathroom,bathroom
414212,What is written on the man's shirt?,other,waialua,bathroom
21310,How many kids in the picture?,number,3,3
21310,What color is the shortest child's pants?,other,pink,3
21310,What sport do these children play?,other,tennis,3
414750,What number is in the picture?,number,40,1
414750,What was someone cutting?,other,paper,1
414750,How many pairs of scissors are in this picture?,number,1,1
414750,Are the scissors well used?,yes/no,yes,1
545867,How many baby animals are in this picture?,number,3,3
545867,Are they in a zoo?,yes/no,no,3
545867,Are these animals eating?,yes/no,yes,3
545867,What material is covering the animal's pen?,other,hay,3
545867,What is the squared shape in the background?,other,house,3
415001,What color is the grass?,other,green,yes
415001,Is the white lines fading?,yes/no,yes,yes
415015,Are these dried flowers?,yes/no,yes,clear
415015,Will the flowers get sunlight?,yes/no,yes,clear
415015,What color is the vase?,other,clear,clear
546219,Are these people eating breakfast?,yes/no,yes,no
546219,Are these people all the same race?,yes/no,no,no
546219,Is the Venetian blind open or closed?,other,open,no
546219,What liquid is in the glasses?,other,coffee,no
284160,How many colors are the busses?,number,4,no
284160,What time of day is it?,other,afternoon,no
284160,Are these people posing for a picture?,yes/no,no,no
284160,What color is the bus?,other,red,no
284160,Are there any windows open in the building?,yes/no,no,no
284160,How many stories does this bus have?,number,2,no
284160,Is the bus door closed?,yes/no,yes,no
284160,Is this in America?,yes/no,no,no
284160,Is this bus in a tropical location?,yes/no,no,no
284160,How many levels is the bus?,number,2,no
22090,Are these fruits good for you?,yes/no,yes,yes
22090,Are there any people in the picture?,yes/no,no,yes
22090,Is all the fruit citrus?,yes/no,no,yes
265851,Where is the bear sitting on?,other,chair,10
265851,How many hats are hanging on the wall?,number,10,10
265851,What is the building made of?,other,brick,10
546670,What does the child have on her feet?,other,sneakers,skateboard
546670,Are both feet in place?,yes/no,no,skateboard
546670,What is the girl riding?,other,skateboard,skateboard
546670,What sport is the boy dressed for?,other,skateboarding,skateboard
546670,What is on her head?,other,helmet,skateboard
546674,Is there wine in the cooler in the background?,yes/no,yes,green
546674,What color is the plant?,other,green,green
546674,What type of plant is that?,other,bamboo,green
153656,Is this toothbrush being used?,yes/no,no,no
153656,What age group does the owner of the blue toothbrush belong to?,other,adult,no
153656,Where are these items at?,other,bathroom,no
153656,What letter is on the cup?,other,c,no
153656,Is the toothbrush new?,yes/no,yes,no
314396,"Are these ""golf"" objects aimed at targets or at holes on golf greens?",other,targets,targets
314396,What word starts with I and ends in A?,other,innova,targets
314396,What material is the table made of?,other,metal,targets
571835,Is this cat young?,yes/no,yes,suitcase
571835,What is the cat inside of?,other,suitcase,suitcase
571835,What kind of cat is this?,other,tabby,suitcase
154633,What kind of fruit is this?,other,banana,banana
154633,How many purple leaves are on the tree?,number,6,banana
154633,What would eat this kind of thing?,other,monkey,banana
154633,Is the banana big?,yes/no,no,banana
154633,What color are these?,other,purple,banana
154846,What kind of vegetable is on the pizza?,other,mushroom,yes
154846,What color is the plate?,other,white,yes
154846,Is there cinnamon on the serving?,yes/no,no,yes
154846,Is this finger food?,yes/no,yes,yes
154846,What is the food?,other,pizza,yes
154846,Are they sharing a pizza?,yes/no,yes,yes
154846,Where is the food served?,other,home,yes
154846,What vegetable is on the pizza?,other,mushrooms,yes
154846,Is there meat on the pizza?,yes/no,yes,yes
285992,What do you call the base part of this organism?,other,trunk,no
285992,What is on the tree?,other,bird,no
285992,What is this fruit called?,other,pear,no
285992,Is there any fruit on this tree?,yes/no,no,no
285992,Are the leaves brown or green?,other,green,no
285992,What green fruit is shown?,other,apple,no
285992,What time of season is it?,other,spring,no
286313,Is the batter ready to bat?,yes/no,yes,right
286313,Is this hitter right or left handed?,other,right,right
286313,What kind of stain is on the batter's uniform?,other,dirt,right
286313,Is the battery on the home or visitor team?,other,visitor,right
286313,Is the batter facing the camera?,yes/no,yes,right
286313,What sport is this?,other,baseball,right
463670,What color is this dog's nose?,other,brown,no
463670,Is this a sad dog?,yes/no,no,no
463670,What kind of dog is this?,other,hound,no
548498,Is this a clean or messy person?,other,messy,bowl
548498,Where is the kitten?,other,bowl,bowl
24391,What color is the ribbon?,other,orange,orange
24391,Are these two men happy?,yes/no,yes,orange
286719,What are the yellow fruit?,other,lemons,yes
286719,How much are the carrots?,number,2.00,yes
286719,What are the fruit and vegetables being stored in?,other,crates,yes
286719,Is there a man wearing an apron?,yes/no,yes,yes
286719,Do the orange things grow on trees?,yes/no,no,yes
155885,Is this a docking area?,yes/no,yes,yes
155885,Could this be a river?,yes/no,yes,yes
155885,Why are all the birds white?,other,seagulls,yes
287387,What is the bear drinking?,other,beer,tan
287387,Is that a light beer label?,yes/no,no,tan
287387,What kind of animal is this?,other,bear,tan
287387,What is in front of the bear?,other,beer,tan
287387,What color is the bear?,other,tan,tan
25393,Which man is dressed more professionally?,other,right,right
25393,Are the men wearing a tie?,yes/no,yes,right
25393,Which man is taller?,other,left,right
156626,Is there a vase?,yes/no,yes,no
156626,Are the candles burning?,yes/no,no,no
156626,Which bouquet is the largest?,number,middle,no
156626,Are the roses open?,yes/no,no,no
156626,What's painted on the egg?,other,bunny,no
419216,Is the cafe crowded?,yes/no,yes,0
419216,Is it a nice day outside?,yes/no,yes,0
419216,Are people sitting outside?,yes/no,yes,0
419216,How many bags of garbage are sitting on the sidewalk?,number,0,0
550349,Is this a European bus?,yes/no,yes,no
550349,Is the person getting on the bus?,yes/no,no,no
550349,Is the bus door open?,yes/no,no,no
288224,What is in the bowl?,other,chips,green
288224,What color is the plate the sandwich is on?,other,green,green
288224,What is the bowl made out of?,other,metal,green
550514,How many rings are there?,number,5,yes
550514,What event do the rings represent?,other,olympics,yes
550514,Is someone wearing a banana suit?,yes/no,yes,yes
26363,What is being road?,other,elephants,3
26363,How many people are riding?,number,6,3
26363,Is there water in the scene?,yes/no,yes,3
26363,Does a guy or girl surf with these?,yes/no,no,3
26363,Where are the elephants?,other,india,3
26363,How many elephants?,number,3,3
26363,Is the building in the image ancient?,yes/no,yes,3
26363,How many elephants are there in the picture?,number,3,3
26374,What color is the man's hair?,other,black,black
26374,What color is his shirt?,other,blue,black
26374,What is the name of this activity?,other,soccer,black
157469,What animal is the child's chair designed to look like?,other,giraffe,no
157469,Is the cat interested in the people's video games?,yes/no,no,no
157469,Is there a child's carriage?,yes/no,yes,no
26547,Is the toothbrush in water?,yes/no,yes,white
26547,What color are the bristles?,other,white,white
26564,What kind of room is this?,other,office,no
26564,What is the flat screen monitor on the desk displaying?,other,work,no
26564,What color are the mouses?,other,black,no
26564,Do these items represent the cutting edge of technology?,yes/no,no,no
26564,Are there a lot of cables in this image?,yes/no,yes,no
26564,Are stationeries in the table?,yes/no,yes,no
26564,What are the computers on top of?,other,desk,no
26564,Do you see any holiday decoration?,yes/no,no,no
26564,Are there headphone on the desk?,yes/no,no,no
26624,What website is displayed on the photo?,other,wwwbyuencom,yes
26624,Could these two be a same sex couple?,yes/no,yes,yes
26624,What are the men doing?,other,smiling,yes
157771,Where are the glasses?,other,pocket,blue
157771,Is this man famous?,yes/no,yes,blue
157771,What color is the man's tie?,other,blue,blue
551167,What color is her shirt?,other,orange,no
551167,Is the woman wearing a cap?,yes/no,no,no
551167,Is the girl hair in a ponytail?,yes/no,no,no
26907,Is the child athletic?,yes/no,yes,right
26907,Is the boy interested in the stuff he is holding?,yes/no,yes,right
26907,In which hand is the boy holding the ball?,other,right,right
27146,Is this a hospital?,yes/no,no,yes
27146,Is the kitchen cluttered?,yes/no,yes,yes
27146,Is this a commercial kitchen?,yes/no,yes,yes
27221,Is this a guy?,yes/no,no,no
27221,Is the women standing or sitting?,other,sitting,no
27221,What color is the flower pot?,other,gray,no
551921,Is this person barefoot?,yes/no,yes,yes
551921,What is the person standing on?,other,rocks,yes
551921,How many people are shown?,number,1,yes
158957,Is the man going to be doing any fishing?,yes/no,no,3
158957,How many strings are attached to the pole the man is holding?,number,3,3
158957,What is the man holding in his left hand?,other,sail,3
552247,Is the coach proud of the girls?,yes/no,yes,yes
552247,In what type of room was this picture taken?,other,gym,yes
290231,What number is on this bike?,number,1,1
290231,What color is the track?,other,black,1
290231,What is the company in green on the bike?,other,castrol,1
290231,How many motorcycles are there?,number,1,1
290231,What number is on the sign?,number,1,1
290231,Who is the sponsor?,other,castrol,1
159451,What is the vehicle number?,other,w156,ssssssss
159451,What brand is the vehicle?,other,stobart,ssssssss
159451,What make is the truck?,other,stobart,ssssssss
290602,What is the person holding?,other,snowboard,no
290602,Are there any trees in this picture?,yes/no,no,no
290602,Is the person floating?,yes/no,no,no
290602,What color is the fence?,other,blue,no
290602,Are there shadows in this scene?,yes/no,yes,no
28506,Which device would you use to make some soup?,other,stove,stove
28506,What is on the stove?,other,nothing,stove
28506,Where is the soap?,other,windowsill,stove
159736,Is this cake eaten?,yes/no,yes,square
159736,Is this a gluten free dish?,yes/no,no,square
159736,What is the shape of the dish the cake is on?,other,square,square
159736,What kind of food is this?,other,cake,square
290843,How many of the cats look comfortable?,number,1,no
290843,Is this cat sleeping?,yes/no,no,no
290843,What color are the cats eyes?,other,green,no
290843,Does the kitty cat looked concerned?,yes/no,no,no
290843,Is the cat using the shoes for a pillow?,yes/no,no,no
290843,What color is the cat's eyes?,other,blue,no
290843,What is the brand of the laptop?,other,dell,no
290843,What is the cat doing?,other,sitting,no
290843,Is the cat looking at the laptop?,yes/no,yes,no
290843,Is there a remote beside the laptop?,yes/no,no,no
290959,How many people are standing near the door?,number,2,2
290959,What is the owner of the train?,other,amtrak,2
290959,Can people see out the windows?,yes/no,yes,2
160195,What color is this man's shirt?,other,white,skateboard
160195,Are they both wearing white shirts?,yes/no,yes,skateboard
160195,What are the people doing?,other,skateboarding,skateboard
160195,What color is the man's backpack?,other,black,skateboard
160195,Is there a water hydrant near the man?,yes/no,no,skateboard
160195,What are the people riding?,other,skateboards,skateboard
29125,What time of day was this picture taken?,other,dusk,no
29125,What shape is the structure?,other,rectangle,no
29125,What kind of tower is this?,other,clock,no
29125,Are there six windows on this tower?,yes/no,no,no
422391,What is inside the truck?,other,horse,horse
422391,Is that a horse?,yes/no,yes,horse
245162,What is parked outside?,other,bus,yes
245162,What color is the big bus?,other,red,yes
245162,Is there any traffic?,yes/no,yes,yes
245162,What number is on the top of the bus?,number,266,yes
245162,What is in front of the building?,other,bus,yes
245162,Is this a busy street?,yes/no,no,yes
245162,Is it going to rain?,yes/no,no,yes
245162,What is written on the green sign?,other,0,yes
245162,Is there smoke coming out of the chimney?,yes/no,no,yes
245162,Does the street look busy?,yes/no,yes,yes
245162,What are the primary colors on the sign attached to the red brick building?,other,red,yes
245162,Is this entire picture in color?,yes/no,yes,yes
245162,How many people are there on this photo?,number,2,yes
245162,What is the color of the bus?,other,red,yes
245162,How many vans are there?,number,1,yes
245162,Where is the man with brown coat?,other,sidewalk,yes
245162,Do you think cars are a primary form of transportation here?,yes/no,yes,yes
245162,Is this close to water?,yes/no,no,yes
245162,What is the background color on the sign that is just below the bus's rear window?,other,white,yes
245162,What kind of product is on the bottom shelf?,other,coke,yes
245162,Is the van white?,yes/no,no,yes
245162,What is the number on the bus?,number,266,yes
212309,What # is the catcher?,number,15,no
212309,Is the player scoring a run?,yes/no,no,no
212309,Is there a house behind the fence?,yes/no,yes,no
212309,Are the men dancing?,yes/no,no,no
212309,What color is the base on the right?,other,white,no
398097,Is the hydrant open?,yes/no,no,no
398097,What is beside the sidewalk?,other,hydrant,no
