image_id,question,answer_type,expected_answer,generated_answer
136355,Are these tulips grown in the home garden or bought from the store?,other,store,no
91754,What season is it in the picture?,other,summer,bedroom
409914,What is on the TV screen?,other,show,no
394131,What airline is advertised on the side of the aircraft?,other,lufthansa,yes
12323,Is there toilet paper?,yes/no,yes,no
266176,How many types of fruits are shown?,number,1,1
276969,Are there animals here?,yes/no,yes,no
153717,What is the man holding in his hand?,other,beer,hat
3145,Is the floor clean?,yes/no,yes,no
26363,Does a guy or girl surf with these?,yes/no,no,yes
26564,What color are the mouses?,other,black,white
284160,Is this bus in a tropical location?,yes/no,no,no
160195,Are they both wearing white shirts?,yes/no,yes,yes
407520,Does the refrigerator have magnets on it?,yes/no,yes,no
535682,Are her toenails painted?,yes/no,yes,no
699,Are there any people?,yes/no,no,yes
155885,Could this be a river?,yes/no,yes,no
276057,Is the woman in an office?,yes/no,no,yes
2302,What color is the backpack?,other,red,red
419216,How many bags of garbage are sitting on the sidewalk?,number,0,1
12323,Do the room have a shower curtain?,yes/no,no,no
8721,How many monitors are turned on?,number,2,1
545867,Are they in a zoo?,yes/no,no,yes
399542,Is this zebra looking for food?,yes/no,no,no
539413,Does the ground look dry?,yes/no,no,yes
276528,Where is a mirror?,other,wall,no
157771,Where are the glasses?,other,pocket,street
290843,Is the cat using the shoes for a pillow?,yes/no,no,no
12323,Do people use that fancy toilet?,yes/no,yes,no
263288,What kind of supplies are here?,other,office,wine
29125,What kind of tower is this?,other,clock,church
395452,What color is the dish the food is in?,other,green,gray
290231,How many motorcycles are there?,number,1,1
545155,Is he wearing a hat?,yes/no,no,no
28506,What is on the stove?,other,nothing,net
372161,What color is the road?,other,brown,white
528030,Is the man wearing glasses?,yes/no,no,no
27221,Is the women standing or sitting?,other,sitting,yes
245162,What number is on the top of the bus?,number,266,no
268725,Is this rider going around a sharp corner?,yes/no,no,yes
212309,What # is the catcher?,number,15,yes
551167,Is the girl hair in a ponytail?,yes/no,no,no
14167,Is the skateboarder wearing safety gear?,yes/no,no,yes
142919,Name a pizza topping?,other,tomato,no
133087,Are there any cars in this photo?,yes/no,no,no
1171,Is it evening?,yes/no,yes,yes
159736,Is this cake eaten?,yes/no,yes,no
272518,What time of the year is it?,other,winter,8:35
8191,What is the date on the picture?,number,7/30/2006,brown
410533,What kind of expression do you see on the cat?,other,bored,no
393995,What is the cat sitting in?,other,window,leather
403078,Who does the equipment belong too?,other,man,yes
26374,What is the name of this activity?,other,soccer,snowboarding
290602,Are there shadows in this scene?,yes/no,yes,no
5600,Is that some ham?,yes/no,no,no
12323,Where is the window in relation to the toilet?,other,above,sidewalk
401092,What on the plate?,other,sandwich,no
266021,What are the people holding?,other,parachute,no
219820,Is it fall?,yes/no,yes,yes
284160,Are these people posing for a picture?,yes/no,no,no
461334,What color is the letter A on the man's cap?,other,yellow,red
411674,What number is on the bus?,number,172,no
26564,Do you see any holiday decoration?,yes/no,no,no
287387,What is the bear drinking?,other,beer,no
538513,What is the plate sitting on?,other,table,no
245162,What is written on the green sign?,other,0,tv
275449,Is the ceiling light to the right or the left of the cat?,other,left,no
4069,Is someone looking at the camera?,yes/no,yes,yes
1852,What color is the string?,other,white,green
9270,What is the girl doing?,other,eating,talking on phone
154633,What color are these?,other,purple,gray
154721,What color is the floor?,other,brown,white
271680,Are there any animals in this image?,yes/no,yes,no
6845,What type of animal is pictured?,other,cow,wine
393777,Is the boy interested in the stuff he is holding?,yes/no,no,yes
536110,Does these birds have long legs?,yes/no,no,no
272153,Is the dog going for a walk on the beach?,yes/no,yes,yes
269196,Are these sheep raised for wool?,yes/no,yes,no
136355,How many flowers are on the counter?,number,6,1
408143,Is the table dusty?,yes/no,no,no
397,What food item is shown?,other,pizza,wine
245162,Is the van white?,yes/no,no,no
154846,Is there meat on the pizza?,yes/no,yes,no
267175,What is this man's job?,other,it,snowboarding
536110,Are any beaks touching?,yes/no,no,no
133161,How many oranges have a sticker?,number,2,1
409914,Where is the white Styrofoam cup?,other,none,yes
264769,What is the person cutting?,other,string,snowboarding
532426,What is the dog tied to?,other,motorcycle,yes
138078,Is the player right or left handed?,other,left,yes
328730,How many people are here?,number,7,5
546674,What type of plant is that?,other,bamboo,green
15709,What is written on the airplane's tail?,other,jetblue,net
22090,Is all the fruit citrus?,yes/no,no,no
527631,What is there to eat besides the sandwich?,other,fries,no
545155,How many trees are there?,number,6,1
539678,What is this bear doing?,other,sitting,snowboarding
21900,Is the rider a child or an adult?,other,adult,yes
409523,What is on the ground?,other,water,bricks
220215,What color is the water?,other,blue,gray
372161,Do these animals appear to be distressed?,yes/no,no,no
22498,Is the man holding a sail?,yes/no,yes,yes
548498,Where is the kitten?,other,bowl,no
158957,How many strings are attached to the pole the man is holding?,number,3,1
281660,Is the seat in the photo brown?,yes/no,yes,yes
539413,Is anyone running?,yes/no,no,yes
279407,Does the kid like playing this sport?,yes/no,yes,yes
290843,Is this cat sleeping?,yes/no,no,no
12323,How many rolls of toilet paper are in the bathroom?,number,2,1
21310,What sport do these children play?,other,tennis,soccer
290231,What number is on the sign?,number,1,no
25393,Are the men wearing a tie?,yes/no,yes,no
12323,Is the lid down?,yes/no,no,yes
8721,What is on the computer?,other,pictures,net
532007,Are they equestrians?,yes/no,yes,no
26363,Where are the elephants?,other,india,no
156626,Are the candles burning?,yes/no,no,no
267664,What color is the chair?,other,red,white
288224,What color is the plate the sandwich is on?,other,green,red
1626,Are there flowers in the room?,yes/no,yes,no
551921,How many people are shown?,number,1,1
394131,Do planes travel through the earth's atmosphere?,yes/no,yes,no
12323,What color is the toilet paper?,other,white,white
266176,What color is the envelope?,other,white,red
276969,What animal is in the pic?,other,horses,bedroom
540619,What is laying on the floor?,other,cardboard,bricks
24776,What color is the door?,other,green,red
414212,Where is this man?,other,bathroom,down
3145,Are there any lights on?,yes/no,yes,no
529917,What clothing accessory are all of these servers wearing around their necks?,other,ties,no
136355,What is on the table?,other,flowers,bricks
408773,What is the pattern on his shirt called?,other,plaid,brown
285992,Is there any fruit on this tree?,yes/no,no,no
199578,Is this in the daytime?,yes/no,no,yes
536110,What kind of bird is it?,other,seagull,brown
539224,Where is the teddy bear?,other,pole,in car
26907,Is the boy interested in the stuff he is holding?,yes/no,yes,no
265851,How many hats are hanging on the wall?,number,10,1
91754,What does this animal eat?,other,worms,yes
134386,What kind of drink is pictured on the wall?,other,coffee,wine
463670,What kind of dog is this?,other,hound,tabby
409914,How many TVs are shown?,number,1,1
410068,Is she wearing boots?,yes/no,yes,yes
409914,What color is the hair of the person on the TV?,other,black,red
264769,What color are the pliers?,other,red,white
550514,Is someone wearing a banana suit?,yes/no,yes,no
414750,What was someone cutting?,other,paper,snowboarding
267175,How many luggage pieces do you see?,number,0,1
154846,What is the food?,other,pizza,donut
136600,How many jars are in the picture?,number,3,1
403862,Is there more than 1 person in the picture?,yes/no,yes,yes
24391,Are these two men happy?,yes/no,yes,yes
503978,Is the plate a solid color?,yes/no,yes,no
276969,Are they walking on a garden path?,yes/no,no,no
265742,What is this animal?,other,elephant,yes
265635,What is the woman looking at?,other,camera,talking on phone
286313,Is this hitter right or left handed?,other,right,yes
136328,Is the girl posing for the picture?,yes/no,yes,no
3084,Is this clock on a building?,yes/no,yes,no
393777,Is the room clean or messy?,other,messy,no
266562,How many hot dogs are there?,number,3,2
144481,Who works here?,other,curator,yes
546670,Are both feet in place?,yes/no,no,yes
272153,Is it cloudy?,yes/no,yes,yes
536110,What is the bird on?,other,sky,brown
9270,What is the girl eating?,other,cake,donut
373945,Is this a gourmet meal?,yes/no,no,no
17182,How many books are on the desk?,number,6,1
527631,What meat is in the sandwich?,other,beef,no
546219,Is the Venetian blind open or closed?,other,open,no
422391,Is that a horse?,yes/no,yes,no
459922,What color is truck?,other,black,green
67569,Is the plane on grass?,yes/no,no,no
154633,What would eat this kind of thing?,other,monkey,yes
282942,What is the woman cutting?,other,cake,no
532568,What kind of flag is flying?,other,american,wine
276969,What type of animal is this?,other,horse,wine
328730,Which man is dressed more casually?,other,right,woman
12016,What type of building is that?,other,wall,church
527631,What is featured on the dinner plate?,other,sandwich,no
530652,Who is flying the kite?,other,man,no
286719,How much are the carrots?,number,2.00,2
153656,What age group does the owner of the blue toothbrush belong to?,other,adult,no
164,How many paper towel rolls?,number,1,1
536110,What type of birds are they?,other,seagulls,1
26624,Could these two be a same sex couple?,yes/no,yes,yes
529636,What number is the small hand on?,number,2,no
245162,What is the background color on the sign that is just below the bus's rear window?,other,white,white
9721,What is the primary color of the keyboard?,other,white,white
263403,Is it raining or is it sunny?,other,sunny,yes
143556,Is the person on the left a biker?,yes/no,yes,yes
264769,Do you see scissors?,yes/no,yes,no
19904,What color are the flowers in the background?,other,blue,gray
133161,What does the sticker say?,other,sunkist,yes
13550,In what setting is the woman petting the elephant?,other,natural,no
242189,The tiles are in what shape?,other,square,white
290843,Is the cat looking at the laptop?,yes/no,yes,no
133087,Is the stop light green?,yes/no,no,yes
283,What drink is shown?,other,wine,wine
159451,What make is the truck?,other,stobart,ice cream
279974,Is this a professional tennis player?,yes/no,yes,yes
410533,What room is this?,other,kitchen,bedroom
8191,What color hair does the boy on the right have?,other,brown,yes
403255,What is the main color of the boat?,other,white,brown
245162,What color is the big bus?,other,red,white
314396,"Are these ""golf"" objects aimed at targets or at holes on golf greens?",other,targets,yes
263520,What is growing in the background?,other,trees,bricks
142919,What is one of the toppings on the pizza?,other,cheese,white
441009,What is the girl sitting on?,other,horse,talking on phone
284160,Are there any windows open in the building?,yes/no,no,yes
148957,How many doughnuts with sprinklers are there?,number,1,2
283101,What are the people doing in the boat?,other,rowing,snowboarding
268770,What is forbidden according to the sign?,other,littering,no
245162,How many people are there on this photo?,number,2,1
397109,What is the bench facing?,other,lake,leather
290602,Is the person floating?,yes/no,no,yes
374486,How many giraffes are there?,number,2,2
275661,Is the computer on or off?,other,on,yes
405998,Is the candle edible?,yes/no,no,no
285992,What is this fruit called?,other,pear,no
406885,Is this a toy train?,yes/no,yes,no
27146,Is this a commercial kitchen?,yes/no,yes,no
136355,How many plants are there?,number,4,1
409914,What time does the screen say?,number,11:35,8:35
411765,Which foot does the man have planted forward?,other,right,yes
91754,Are there puddles on the ground?,yes/no,no,yes
12323,Could this bathroom be used to change clothes?,yes/no,yes,no
266176,What color is the vase?,other,clear,red
276969,Would you run if you saw them coming?,yes/no,no,yes
8749,Name this pizza?,other,margarita,no
394131,What is wrote on the side of the plane?,other,lufthansa,3
3145,Do the windows have blinds or shades?,other,shades,no
290959,Can people see out the windows?,yes/no,yes,no
153717,What color is the Frisbee?,other,yellow,red
281259,Is the boy going to hit an egg?,yes/no,no,yes
571835,Is this cat young?,yes/no,yes,no
276969,Are these bears?,yes/no,no,no
265742,What is the elephant standing on?,other,ground,no
133698,Is this a split pizza order?,yes/no,yes,no
415001,Is the white lines fading?,yes/no,yes,yes
414750,Are the scissors well used?,yes/no,yes,no
409914,Are the numbers legible?,yes/no,yes,yes
152004,Is the vase indoors or outdoors?,other,outdoors,no
410068,What politician is featured on side of truck?,other,none,yes
503978,What are the objects on the large white platter on the left?,other,broccoli,no
402626,Are the sheeps posing for the camera?,yes/no,no,no
154846,Is there cinnamon on the serving?,yes/no,no,no
267175,Is this an industrial setting?,yes/no,yes,no
136600,Is the laptop on?,yes/no,yes,no
539413,How many people on bikes?,number,0,1
395452,Would this meal typically be served at breakfast?,yes/no,no,yes
290231,What is the company in green on the bike?,other,castrol,snowboarding
12323,Does this bathroom need painted?,yes/no,yes,no
263288,What color are the scissor handles?,other,red,white
290843,Does the kitty cat looked concerned?,yes/no,no,no
29125,Are there six windows on this tower?,yes/no,no,no
409523,What is the name of the photography company?,other,wp,white
372161,Are the zebras twins?,yes/no,no,no
28506,Which device would you use to make some soup?,other,stove,no
545155,Is the child wearing a helmet?,yes/no,no,no
528030,Is this man dressed formal?,yes/no,yes,no
27221,Is this a guy?,yes/no,no,yes
26363,Is there water in the scene?,yes/no,yes,no
26564,Do these items represent the cutting edge of technology?,yes/no,no,no
407520,Where is the refrigerator?,other,kitchen,no
535682,What is she looking at?,other,phones,table
284160,Is this in America?,yes/no,no,yes
160195,What color is this man's shirt?,other,white,red
419216,Are people sitting outside?,yes/no,yes,yes
12323,How many faucets do you see?,number,0,1
290843,Is there a remote beside the laptop?,yes/no,no,no
398097,What is beside the sidewalk?,other,hydrant,bricks
155885,Is this a docking area?,yes/no,yes,no
699,Is there a stoplight in the pic?,yes/no,yes,no
276057,Is the window open?,yes/no,no,yes
157469,Is there a child's carriage?,yes/no,yes,no
2302,How many horses are shown?,number,2,1
399542,How many zebras are in the photograph?,number,2,2
545867,How many baby animals are in this picture?,number,3,2
8721,What is the color of the book?,other,yellow,brown
