image_id,question,answer_type,expected_answer,generated_answer
409914,What does it say next to the monitor?,number,velocidad 297 km/h,no
409914,Are the numbers legible?,yes/no,yes,no
409914,Is there a silver car in this picture?,yes/no,no,no
409914,What color is the hair of the person on the TV?,other,black,red
409914,What is the name of the man on the screen?,other,unknown,yes
409914,Who is the man on TV?,other,actor,yes
409914,Where is the white Styrofoam cup?,other,none,yes
409914,How many cats?,number,0,1
409914,What does Km/h mean?,other,kilometers per hour,yes
409914,How many electronics devices do you see?,number,1,1
410068,What city is this picture taken in?,other,new york,yes
410068,Is there a man in the picture?,yes/no,no,yes
410068,What color umbrella does she have?,other,green,red
410068,Is she wearing boots?,yes/no,yes,no
410068,Is the lady walking in the crosswalk?,yes/no,yes,yes
410068,What politician is featured on side of truck?,other,none,yes
410068,What are the colors of the horses?,other,no horses,brown
17182,What is written on the chalkboard?,other,nothing,net
17182,Where is the teacher?,other,not there,yes
17182,How many books are on the desk?,number,6,1
279407,What sport are they playing?,other,baseball,soccer
279407,What are the team colors?,other,green and yellow,soccer
279407,Does the kid like playing this sport?,yes/no,yes,yes
410533,Is the cat taking a shower?,yes/no,no,no
410533,Is the water turned on?,yes/no,no,yes
410533,What kind of expression do you see on the cat?,other,bored,no
410533,Would you normally find a cat in this position?,yes/no,no,no
410533,What room is this?,other,kitchen,bedroom
24776,What color is the door?,other,green,white
24776,Is the child crying?,yes/no,no,yes
24776,What color is her hair?,other,blonde,red
199578,Is the bus fully occupied?,yes/no,no,no
199578,Is this in the daytime?,yes/no,no,yes
199578,Does the bus have lights inside?,yes/no,yes,no
199578,What language is used on the signs?,other,english,no
279974,How many wires are in the tennis racket?,number,50,1
279974,Is this a professional tennis player?,yes/no,yes,yes
279974,Is the man ready?,yes/no,yes,yes
148957,Is this called half a dozen?,yes/no,yes,yes
148957,What is in the box?,other,donuts,bicycles
148957,How many doughnuts with sprinklers are there?,number,1,1
280560,What are the white lines for?,other,boundaries,no
280560,What is in the person's hand?,other,tennis racket,ball
280560,Is this person likely playing with someone else?,yes/no,yes,yes
411674,What number is on the bus?,number,172,no
411674,What number is this bus?,number,172,no
411674,How many levels on bus?,number,2,1
411674,How many windows on the side of the bus' second level?,number,6,1
411765,Which foot does the man have planted forward?,other,right,yes
411765,What does the man have in hands?,other,tennis racket,yes
411765,Is he dancing?,yes/no,no,yes
374486,How many giraffes are there?,number,2,2
374486,Are there any trees in the background?,yes/no,yes,no
374486,Why can't you see the head of the giraffe in the background?,other,cropped,yes
281259,What color is the object approaching the boy?,other,yellow,red
281259,What color is a helmet?,other,black,red
281259,Is the boy going to hit an egg?,yes/no,no,yes
412658,What number player is at bat in this baseball game?,number,16,yes
412658,Is the batter probably left or right handed?,other,left,yes
412658,What color is the batter's shirt?,other,green,red
281660,What is outside the window?,other,wall,bricks
281660,Are the markings graffiti?,yes/no,yes,no
281660,Is the seat in the photo brown?,yes/no,yes,yes
19904,Are there any police officers around?,yes/no,yes,no
19904,What kind of motorcycles are these?,other,police,bikes
19904,What color are the flowers in the background?,other,blue,gray
282942,Is the woman married?,yes/no,yes,yes
282942,What is the woman cutting?,other,cake,no
282942,Are there lights on the wall?,yes/no,yes,no
545155,Is it likely the rope is tied to a second horse?,yes/no,yes,no
545155,What is the child doing?,other,riding horse,snowboarding
545155,Is the child wearing a helmet?,yes/no,no,no
545155,Is he wearing a hat?,yes/no,no,no
545155,How many trees are there?,number,6,1
545155,Is this a cowboy?,yes/no,no,yes
152004,Is the vase indoors or outdoors?,other,outdoors,no
152004,Is the glass empty?,yes/no,yes,yes
152004,How big is glass?,other,large,1
152004,Is the tree an evergreen?,yes/no,yes,yes
283101,How many people are in the boat?,number,12,1
283101,Where are the boats?,other,in water,street
283101,How many people do you think are on each boat?,number,20,0
283101,What are the people doing in the boat?,other,rowing,no
414212,What is behind the man?,other,curtain,chair
414212,What is the man holding?,other,toothbrush,no
414212,Where is this man?,other,bathroom,down
414212,What is written on the man's shirt?,other,waialua,tv
21310,How many kids in the picture?,number,3,1
21310,What color is the shortest child's pants?,other,pink,red
21310,What sport do these children play?,other,tennis,soccer
414750,What is the measurement listed?,number,40 cm,no
414750,What number is in the picture?,number,40,no
414750,What was someone cutting?,other,paper,snowboarding
414750,How many pairs of scissors are in this picture?,number,1,1
414750,Are the scissors well used?,yes/no,yes,no
545867,How many baby animals are in this picture?,number,3,2
545867,Are they in a zoo?,yes/no,no,yes
545867,Are these animals eating?,yes/no,yes,yes
545867,What material is covering the animal's pen?,other,hay,ball
545867,What is the squared shape in the background?,other,house,brown
415001,What color is the grass?,other,green,green
415001,What are the 2 men doing?,other,high fiving,snowboarding
415001,Is the white lines fading?,yes/no,yes,yes
415001,Where is the umpire?,other,behind home plate,yes
415015,Are these dried flowers?,yes/no,yes,no
415015,Will the flowers get sunlight?,yes/no,yes,no
415015,What color is the vase?,other,clear,gray
546219,Are these people eating breakfast?,yes/no,yes,no
546219,Are these people all the same race?,yes/no,no,yes
546219,Is the Venetian blind open or closed?,other,open,no
546219,What liquid is in the glasses?,other,coffee,wine
284160,What kind of bus in this?,other,double decker,bikes
284160,How many colors are the busses?,number,4,1
284160,What time of day is it?,other,afternoon,8:35
284160,Are these people posing for a picture?,yes/no,no,no
284160,What color is the bus?,other,red,red
284160,Are there any windows open in the building?,yes/no,no,yes
284160,How many stories does this bus have?,number,2,1
284160,Is the bus door closed?,yes/no,yes,no
284160,Is this in America?,yes/no,no,yes
284160,Is this bus in a tropical location?,yes/no,no,no
284160,How many levels is the bus?,number,2,1
284160,What state was this picture taken in?,other,new york,green
22090,What kinds of fruit are on the plate?,other,oranges and bananas,no
22090,Are these fruits good for you?,yes/no,yes,no
22090,Are there any people in the picture?,yes/no,no,no
22090,Is all the fruit citrus?,yes/no,no,no
265851,Where is the bear sitting on?,other,chair,in car
265851,How many hats are hanging on the wall?,number,10,1
265851,What is the building made of?,other,brick,bricks
546670,What does the child have on her feet?,other,sneakers,yes
546670,Are both feet in place?,yes/no,no,yes
546670,What color is her helmet?,other,pink and white,red
546670,What is the girl riding?,other,skateboard,no
546670,What sport is the boy dressed for?,other,skateboarding,soccer
546670,What is on her head?,other,helmet,nothing
546674,Is there wine in the cooler in the background?,yes/no,yes,no
546674,What color is the plant?,other,green,green
546674,What type of plant is that?,other,bamboo,green
153656,Is this toothbrush being used?,yes/no,no,no
153656,What age group does the owner of the blue toothbrush belong to?,other,adult,no
153656,Where are these items at?,other,bathroom,zoo
153656,What letter is on the cup?,other,c,no
153656,What are these items used for?,other,brushing teeth,no
153656,Is the toothbrush new?,yes/no,yes,no
314396,"Are these ""golf"" objects aimed at targets or at holes on golf greens?",other,targets,yes
314396,What word starts with I and ends in A?,other,innova,white
314396,What material is the table made of?,other,metal,white
571835,Is this cat young?,yes/no,yes,yes
571835,What is the cat inside of?,other,suitcase,no
571835,What kind of cat is this?,other,tabby,tabby
154633,What kind of fruit is this?,other,banana,no
154633,How many purple leaves are on the tree?,number,6,1
154633,What would eat this kind of thing?,other,monkey,yes
154633,Is the banana big?,yes/no,no,no
154633,What color are these?,other,purple,gray
154846,What kind of vegetable is on the pizza?,other,mushroom,green
154846,What color is the plate?,other,white,green
154846,Is there cinnamon on the serving?,yes/no,no,no
154846,Is this finger food?,yes/no,yes,yes
154846,What is the food?,other,pizza,donut
154846,Are they sharing a pizza?,yes/no,yes,no
154846,Where is the food served?,other,home,woods
154846,What vegetable is on the pizza?,other,mushrooms,no
154846,What is the food sitting on?,other,baking sheet,no
154846,Is there meat on the pizza?,yes/no,yes,no
285992,What do you call the base part of this organism?,other,trunk,yes
285992,What is on the tree?,other,bird,bricks
285992,What is this fruit called?,other,pear,no
285992,How many leaves in the tree?,other,too many to count,1
285992,Is there any fruit on this tree?,yes/no,no,no
285992,Are the leaves brown or green?,other,green,yes
285992,What green fruit is shown?,other,apple,wine
285992,What time of season is it?,other,spring,yes
286313,Is the batter ready to bat?,yes/no,yes,yes
286313,Is this hitter right or left handed?,other,right,yes
286313,What kind of stain is on the batter's uniform?,other,dirt,brown
286313,Is the battery on the home or visitor team?,other,visitor,yes
286313,Is the batter facing the camera?,yes/no,yes,yes
286313,What sport is this?,other,baseball,yes
463670,What color is this dog's nose?,other,brown,red
463670,What color is the dog?,other,brown and white,red
463670,Is this a sad dog?,yes/no,no,no
463670,What kind of dog is this?,other,hound,tabby
548498,Is this a clean or messy person?,other,messy,yes
548498,How much does this little itty bitty kitty weigh?,number,1 pound,1
548498,Where is the kitten?,other,bowl,no
24391,What color is the ribbon?,other,orange,purple
24391,What is happening in this scene?,other,ribbon cutting,nothing
24391,Are these two men happy?,yes/no,yes,yes
286719,What are the yellow fruit?,other,lemons,no
286719,How much are the carrots?,number,2.00,2
286719,What are the fruit and vegetables being stored in?,other,crates,wine
286719,Is there a man wearing an apron?,yes/no,yes,no
286719,Do the orange things grow on trees?,yes/no,no,no
155885,Is this a docking area?,yes/no,yes,no
155885,Could this be a river?,yes/no,yes,yes
155885,Why are all the birds white?,other,seagulls,no
287387,What is the bear drinking?,other,beer,brown
287387,Is that a light beer label?,yes/no,no,no
287387,What kind of animal is this?,other,bear,bedroom
287387,What is in front of the bear?,other,beer,brown
287387,What color is the bear?,other,tan,brown
25393,Which man is dressed more professionally?,other,right,woman
25393,Are the men wearing a tie?,yes/no,yes,no
25393,Which man is taller?,other,left,woman
156626,Is there a vase?,yes/no,yes,no
156626,Are the candles burning?,yes/no,no,no
156626,Which bouquet is the largest?,number,middle,no
156626,Are the roses open?,yes/no,no,no
156626,What's painted on the egg?,other,bunny,no
419216,Is the cafe crowded?,yes/no,yes,no
419216,Is it a nice day outside?,yes/no,yes,yes
419216,Are people sitting outside?,yes/no,yes,yes
419216,How many bags of garbage are sitting on the sidewalk?,number,0,1
550349,Where is the bus going?,other,burbank station,street
550349,Is this a European bus?,yes/no,yes,no
550349,Where is this bus going?,other,burbank station,street
550349,Is the person getting on the bus?,yes/no,no,no
550349,Is the bus door open?,yes/no,no,yes
288224,What is in the bowl?,other,chips,bicycles
288224,What color is the plate the sandwich is on?,other,green,red
288224,What is the bowl made out of?,other,metal,leather
550514,How many rings are there?,number,5,1
550514,What event do the rings represent?,other,olympics,snowboarding
550514,Is someone wearing a banana suit?,yes/no,yes,no
26363,What is being road?,other,elephants,bricks
26363,How many people are riding?,number,6,1
26363,Is there water in the scene?,yes/no,yes,no
26363,Does a guy or girl surf with these?,yes/no,no,yes
26363,Where are the elephants?,other,india,no
26363,How many elephants?,number,3,1
26363,Is the building in the image ancient?,yes/no,yes,yes
26363,How many elephants are there in the picture?,number,3,2
26374,What color is the man's hair?,other,black,red
26374,What color is his shirt?,other,blue,red
26374,What is the man kicking around?,other,soccer ball,snowboarding
26374,What is the name of this activity?,other,soccer,ball
157469,What animal is the child's chair designed to look like?,other,giraffe,wine
157469,Is the cat interested in the people's video games?,yes/no,no,no
157469,Is there a child's carriage?,yes/no,yes,no
26547,Is the toothbrush in water?,yes/no,yes,no
26547,What color are the bristles?,other,white,gray
26547,What does the lettering in the bottom right say?,other,captured live media,yes
26564,What kind of room is this?,other,office,bedroom
26564,What is the flat screen monitor on the desk displaying?,other,work,no
26564,What color are the mouses?,other,black,white
26564,Do these items represent the cutting edge of technology?,yes/no,no,no
26564,Are there a lot of cables in this image?,yes/no,yes,no
26564,How long has the computer been on?,other,10 minutes,1
26564,Are stationeries in the table?,yes/no,yes,yes
26564,What are the computers on top of?,other,desk,no
26564,Do you see any holiday decoration?,yes/no,no,no
26564,Are there headphone on the desk?,yes/no,no,no
26624,What website is displayed on the photo?,other,wwwbyuencom,no
26624,Could these two be a same sex couple?,yes/no,yes,yes
26624,What are the men doing?,other,smiling,snowboarding
157771,What is the person wearing?,other,white shirt,yes
157771,Where are the glasses?,other,pocket,street
157771,Is this man famous?,yes/no,yes,yes
157771,What color is the man's tie?,other,blue,red
551167,What color is her shirt?,other,orange,red
551167,Is the woman wearing a cap?,yes/no,no,yes
551167,What is the woman holding?,other,tennis racket,woman
551167,Is the girl hair in a ponytail?,yes/no,no,yes
551167,Where is the woman holding a racket?,other,on tennis court,yes
26907,Is the child athletic?,yes/no,yes,yes
26907,Is the boy interested in the stuff he is holding?,yes/no,yes,yes
26907,In which hand is the boy holding the ball?,other,right,yes
27146,Is this a hospital?,yes/no,no,no
27146,Where are the people in this scene?,other,no people,street
27146,Is the kitchen cluttered?,yes/no,yes,no
27146,Is this a commercial kitchen?,yes/no,yes,no
27221,Is this a guy?,yes/no,no,yes
27221,Is the women standing or sitting?,other,sitting,yes
27221,What color is the flower pot?,other,gray,green
551921,Is this person barefoot?,yes/no,yes,yes
551921,What is the person standing on?,other,rocks,no
551921,How many people are shown?,number,1,1
158957,Is the man going to be doing any fishing?,yes/no,no,yes
158957,How many strings are attached to the pole the man is holding?,number,3,1
158957,What is the man holding in his left hand?,other,sail,snowboarding
552247,What are they holding?,other,tennis rackets,yes
552247,Is the coach proud of the girls?,yes/no,yes,yes
552247,In what type of room was this picture taken?,other,gym,yes
290231,What number is on this bike?,number,1,no
290231,What color is the track?,other,black,white
290231,What is the company in green on the bike?,other,castrol,net
290231,How many motorcycles are there?,number,1,1
290231,What number is on the sign?,number,1,no
290231,Who is the sponsor?,other,castrol,yes
159451,What is the vehicle number?,other,w156,train
159451,What type of vehicle is this?,other,dump truck,train
159451,What brand is the vehicle?,other,stobart,train
159451,What make is the truck?,other,stobart,ice cream
159451,What is this vehicle?,other,dump truck,train
290602,What is the person holding?,other,snowboard,snowboarding
290602,Are there any trees in this picture?,yes/no,no,no
290602,Is the person floating?,yes/no,no,yes
290602,What color is the fence?,other,blue,red
290602,Are there shadows in this scene?,yes/no,yes,no
28506,Which device would you use to make some soup?,other,stove,no
28506,What is on the stove?,other,nothing,net
28506,Why are these pans not stored properly?,other,they are,yes
28506,Where is the soap?,other,windowsill,in car
159736,Is this cake eaten?,yes/no,yes,no
159736,Is this a gluten free dish?,yes/no,no,yes
159736,What is the shape of the dish the cake is on?,other,square,no
159736,What kind of food is this?,other,cake,wine
290843,What color is the cat?,other,brown and white,brown
290843,How many of the cats look comfortable?,number,1,1
290843,Is this cat sleeping?,yes/no,no,no
290843,What color are the cats eyes?,other,green,white
290843,Does the kitty cat looked concerned?,yes/no,no,no
290843,Is the cat using the shoes for a pillow?,yes/no,no,no
290843,What color is the cat's eyes?,other,blue,gray
290843,What is the brand of the laptop?,other,dell,no
290843,What is the cat doing?,other,sitting,sleeping
290843,Is the cat looking at the laptop?,yes/no,yes,no
290843,Is there a remote beside the laptop?,yes/no,no,no
290959,How many people are standing near the door?,number,2,3
290959,What is the owner of the train?,other,amtrak,snowboarding
290959,Can people see out the windows?,yes/no,yes,no
160195,What color is this man's shirt?,other,white,red
160195,Are they both wearing white shirts?,yes/no,yes,no
160195,What are the people doing?,other,skateboarding,snowboarding
160195,What color is the man's backpack?,other,black,red
160195,Is there a water hydrant near the man?,yes/no,no,yes
160195,What are the people riding?,other,skateboards,no
29125,What time of day was this picture taken?,other,dusk,8:35
29125,What shape is the structure?,other,rectangle,brown
29125,What kind of tower is this?,other,clock,brown
29125,Are there six windows on this tower?,yes/no,no,no
422391,What is inside the truck?,other,horse,ice cream
422391,Is that a horse?,yes/no,yes,no
422391,What do the words on the truck say?,other,renault ireland,ice cream
422391,What rider is being supported?,other,cian o'connor,no
245162,What is parked outside?,other,bus,bricks
245162,What type of bus is in the photo?,other,double decker,no
245162,What color is the big bus?,other,red,red
245162,Is there any traffic?,yes/no,yes,no
245162,What number is on the top of the bus?,number,266,no
245162,What is in front of the building?,other,bus,bricks
245162,Is this a busy street?,yes/no,no,no
245162,What brand of soda is advertised?,other,coca cola,no
245162,Is it going to rain?,yes/no,no,yes
245162,What brand of soda is being advertised on the right?,other,coca cola,no
245162,What is written on the green sign?,other,0,tv
245162,Is there smoke coming out of the chimney?,yes/no,no,no
245162,Does the street look busy?,yes/no,yes,yes
245162,What three items are listed on one disk?,other,coca cola,yes
245162,What are the primary colors on the sign attached to the red brick building?,other,red,no
245162,Is this entire picture in color?,yes/no,yes,no
245162,How many people are there on this photo?,number,2,0
245162,Whose restaurant is shown?,other,fish and chips,yes
245162,What is the color of the bus?,other,red,brown
245162,How many vans are there?,number,1,1
245162,Where is the man with brown coat?,other,sidewalk,yes
245162,Do you think cars are a primary form of transportation here?,yes/no,yes,no
245162,Is this close to water?,yes/no,no,yes
245162,What is the background color on the sign that is just below the bus's rear window?,other,white,white
245162,What kind of product is on the bottom shelf?,other,coke,wine
245162,Is the van white?,yes/no,no,no
245162,What is the number on the bus?,number,266,no
212309,What # is the catcher?,number,15,yes
212309,Is the player scoring a run?,yes/no,no,yes
212309,Is there a house behind the fence?,yes/no,yes,no
212309,Are the men dancing?,yes/no,no,no
212309,What color is the base on the right?,other,white,gray
398097,What is written on the hydrant?,other,to open,bricks
398097,Is the hydrant open?,yes/no,no,yes
398097,What is beside the sidewalk?,other,hydrant,bricks
